word,level,pos,word_fr,flag,last_seen_date
embarrassing,b1,adjective,embarrassant,,
embarrassment,c1,noun,embarras,,
embassy,c1,noun,ambassade,,
embed,c1,verb,insérer,,
embody,c1,verb,représenter,,
embrace,b2,verb,embrasser,,
emerge,b2,verb,émerger,,
emergence,c1,noun,émergence,,
emergency,b1,noun,crise,,
emission,b2,noun,émission,,
emotion,b1,noun,émotion,,
emotional,b2,adjective,émotionnel,,
emotionally,b2,adverb,émotionnellement,,
emphasis,b2,noun,accent,,
emphasize,b2,verb,souligner,,
empire,b2,noun,empire,,
empirical,c1,adjective,empirique,,
employ,a2,verb,employer,,
employee,a2,noun,employé,,
employer,a2,noun,employeur,,
employment,b1,noun,emploi,,
empower,c1,verb,encapaciter,,
empty,a2,adjective,vide,,
empty,b1,verb,vider,,
enable,b2,verb,activer,,
enact,c1,verb,jouer,,
encompass,c1,verb,encercler,,
encounter,b2,noun,rencontre,,
encounter,b2,verb,rencontrer,,
encourage,b1,verb,encourager,,
encouragement,c1,noun,encouragement,,
encouraging,c1,adjective,encourageant,,
end,a1,noun,fin,,
end,a1,verb,finir,,
endeavour,c1,noun,effort,,
ending,a2,noun,fin,,
endless,c1,adjective,infini,,
endorse,c1,verb,soutenir,,
endorsement,c1,noun,approbation,,
endure,c1,verb,endurer,,
enemy,b1,noun,ennemi,,
energy,a2,noun,énergie,,
enforce,c1,verb,faire respecter,,
enforcement,c1,noun,application,,
engage,b2,verb,engager,,
engaged,b1,adjective,fiancé,,
engagement,c1,noun,fiançailles,,
engaging,c1,adjective,captivant,,
engine,a2,noun,moteur,,
engineer,a2,noun,ingénieur,,
engineering,b1,noun,ingénierie,,
enhance,b2,verb,améliorer,,
enjoy,a1,verb,jouir,,
enjoyable,b2,adjective,agréable,,
enormous,a2,adjective,énorme,,
enough,a1,adverb,suffisamment,,
enough,a1,determiner,suffisamment,,
enough,a1,pronoun,suffisamment,,
enquire,c1,verb,se renseigner,,
enquiry,b2,noun,enquête,,
enrich,c1,verb,enrichir,,
enrol,c1,verb,s'inscrire,,
ensue,c1,verb,résulter,,
ensure,b2,verb,s'assurer,,
enter,a2,verb,entrer,,
enterprise,c1,noun,entreprise,,
entertain,b1,verb,divertir,,
entertaining,b2,adjective,divertissant,,
entertainment,b1,noun,divertissement,,
enthusiasm,b2,noun,enthousiasme,,
enthusiast,c1,noun,enthousiaste,,
enthusiastic,b2,adjective,enthousiaste,,
entire,b2,adjective,entier,,
entirely,b2,adverb,entièrement,,
entitle,c1,verb,donner droit à,,
entity,c1,noun,entité,,
entrance,b1,noun,entrée,,
entrepreneur,b2,noun,entrepreneur,,
entry,b1,noun,entrée,,
envelope,b2,noun,enveloppe,,
environment,a2,noun,environnement,,
environmental,b1,adjective,environnemental,,
epidemic,c1,noun,épidémie,,
episode,b1,noun,épisode,,
equal,b1,adjective,égal,,
equal,b2,noun,égal,,
equal,b1,verb,égaler à,,
equality,c1,noun,égalité,,
equally,b1,adverb,également,,
equation,c1,noun,équation,,
equip,b2,verb,équiper,,
equipment,a2,noun,équipement,,
equivalent,b2,adjective,équivalent,,
equivalent,b2,noun,équivalent,,
era,b2,noun,époque,,
erect,c1,verb,fonder,,
error,a2,noun,erreur,,
erupt,b2,verb,entrer en éruption,,
escalate,c1,verb,intensifier,,
escape,b1,noun,évasion,,
escape,b1,verb,échapper,,
especially,a2,adverb,surtout,,
essay,a2,noun,essai,,
essence,c1,noun,essence,,
essential,b1,adjective,essentiel,,
essentially,b2,adverb,essentiellement,,
establish,b2,verb,établir,,
establishment,c1,noun,établissement,,
estate,b2,noun,domaine,,
estimate,b2,noun,estimation,,
estimate,b2,verb,estimer,,
eternal,c1,adjective,éternel,,
ethic,b2,noun,éthique,,
ethical,b2,adjective,éthique,,
ethnic,b2,adjective,ethnique,,
euro,a1,noun,euro,,
evacuate,c1,verb,évacuer,,
evaluate,b2,verb,évaluer,,
evaluation,b2,noun,évaluation,,
even,b2,adjective,régulier,,
even,a1,adverb,même,,
evening,a1,noun,soir,,
event,a1,noun,événement,,
eventually,b1,adverb,finalement,,
ever,a1,adverb,toujours,,
every,a1,determiner,chaque,,
everybody,a1,pronoun,tout le monde,,
everyday,a2,adjective,quotidien,,
everyone,a1,pronoun,chacun,,
everything,a1,pronoun,tout,,
everywhere,a2,adverb,partout,,
evidence,a2,noun,preuve,,
evident,b2,adjective,évident,,
evil,b2,adjective,mauvais,,
evil,b2,noun,mal,,
evoke,c1,verb,évoquer,,
evolution,b2,noun,évolution,,
evolutionary,c1,adjective,évolutif,,
evolve,b2,verb,évoluer,,
exact,a2,adjective,exact,,
exactly,a2,adverb,exactement,,
exaggerate,c1,verb,exagérer,,
exam,a1,noun,examen,,
examination,b2,noun,examen,,
examine,b1,verb,examiner,,
example,a1,noun,exemple,,
exceed,b2,verb,dépasser,,
excellence,c1,noun,excellence,,
excellent,a2,adjective,excellent,,
except,b1,conjunction,sauf,,
except,a2,preposition,sauf,,
exception,b2,noun,exception,,
exceptional,c1,adjective,exceptionnel,,
excess,c1,adjective,excessif,,
excess,c1,noun,excès,,
excessive,b2,adjective,excessif,,
exchange,b1,noun,échange,,
exchange,b1,verb,échanger,,
excited,a1,adjective,excité,,
excitement,b1,noun,excitation,,
exciting,a1,adjective,captivant,,
exclude,b2,verb,exclure,,
exclusion,c1,noun,exclusion,,
exclusive,c1,adjective,exclusif,,
exclusively,c1,adverb,exclusivement,,
excuse,b2,noun,prétexte,,
excuse,b2,verb,excuser,,
execute,c1,verb,exécuter,,
execution,c1,noun,exécution,,
executive,b2,adjective,exécutif,,
executive,b2,noun,exécutif,,
exercise,a1,noun,exercice,,
exercise,a1,verb,exercer,,
exert,c1,verb,exercer,,
exhibit,b2,noun,exposition,,
exhibit,b2,verb,exposer,,
exhibition,b1,noun,exposition,,
exile,c1,noun,exil,,
exist,a2,verb,exister,,
existence,b2,noun,existence,,
exit,b2,noun,sortie,,
exit,c1,verb,sortir,,
exotic,b2,adjective,exotique,,
expand,b1,verb,agrandir,,
expansion,b2,noun,expansion,,
expect,a2,verb,attendre,,
expectation,b2,noun,attente,,
expected,b1,adjective,attendu,,
expedition,b1,noun,expédition,,
expenditure,c1,noun,dépense,,
expense,b2,noun,dépense,,
expensive,a1,adjective,cher,,
experience,a2,noun,expérience,,
experience,b1,verb,éprouver,,
experienced,b1,adjective,expérimenté,,
experiment,a2,noun,expérience,,
experiment,b1,verb,expérimenter,,
experimental,c1,adjective,expérimental,,
expert,a2,adjective,expérimenté,,
expert,a2,noun,expert,,
expertise,b2,noun,expertise,,
expire,c1,verb,expirer,,
explain,a1,verb,expliquer,,
explanation,a2,noun,explication,,
explicit,c1,adjective,explicite,,
explicitly,c1,adverb,explicitement,,
explode,b1,verb,exploser,,
exploit,b2,verb,exploiter,,
exploitation,c1,noun,exploitation,,
exploration,b2,noun,exploration,,
explore,b1,verb,explorer,,
explosion,b1,noun,explosion,,
explosive,c1,adjective,explosif,,
explosive,c1,noun,explosif,,
export,b1,noun,exportation,,
export,b1,verb,exporter,,
expose,b2,verb,exposer,,
exposure,b2,noun,exposition,,
express,a2,verb,exprimer,,
expression,a2,noun,expression,,
extend,b2,verb,prolonger,,
extension,b2,noun,extension,,
extensive,b2,adjective,étendu,,
extensively,b2,adverb,largement,,
extent,b2,noun,étendue,,
external,b2,adjective,externe,,
extra,a1,adjective,supplémentaire,,
extra,b1,adverb,particulièrement,,
extra,b1,noun,hors-série,,
extract,b2,noun,extrait,,
extract,c1,verb,extraire,,
extraordinary,b2,adjective,extraordinaire,,
extreme,a2,adjective,extrême,,
extreme,b2,noun,extrême,,
extremely,a2,adverb,extrêmement,,
extremist,c1,noun,extrémiste,,
eye,a1,noun,œil,,
fabric,b2,noun,textile,,
fabulous,b2,adjective,fabuleux,,
face,a1,noun,visage,,
face,b1,verb,affronter,,
facilitate,c1,verb,faciliter,,
facility,b2,noun,facilité,,
fact,a1,noun,fait,,
faction,c1,noun,faction,,
factor,a2,noun,facteur,,
factory,a2,noun,usine,,
faculty,c1,noun,faculté,,
fade,c1,verb,faner,,
fail,a2,verb,négliger,,
failed,b2,adjective,raté,,
failure,b2,noun,échec,,
fair,a2,adjective,juste,,
fairly,b1,adverb,justement,,
fairness,c1,noun,équité,,
faith,b2,noun,foi,,
fake,b2,adjective,faux,,
fall,a2,noun,chute,,
fall,a1,verb,tomber,,
false,a1,adjective,faux,,
fame,b2,noun,gloire,,
familiar,b1,adjective,familier,,
family,a1,adjective,famille,,
family,a1,noun,famille,,
famous,a1,adjective,fameux,,
fan,a2,noun,fan,,
fancy,b1,adjective,chic,,
fancy,b1,verb,imaginer,,
fantastic,a1,adjective,fantastique,,
fantasy,b2,noun,fantaisie,,
far,b1,adjective,lointain,,
far,a1,adverb,loin,,
fare,b2,noun,tarif,,
farm,a1,noun,domaine,,
farm,a2,verb,cultiver,,
farmer,a1,noun,agriculteur,,
farming,a2,noun,agriculture,,
fascinating,b1,adjective,passionnant,,
fashion,a2,noun,mode,,
fashionable,b1,adjective,en vogue,,
fast,a1,adjective,rapide,,
fast,a1,adverb,rapidement,,
fasten,b1,verb,attacher,,
fat,a1,adjective,gros,,
fat,a2,noun,gras,,
fatal,c1,adjective,fatal,,
fate,c1,noun,destinée,,
father,a1,noun,père,,
fault,b2,noun,défaut,,
favour,b1,noun,grâce,,
favour,b2,verb,favoriser,,
favourable,c1,adjective,favorable,,
favourite,a1,adjective,favori,,
favourite,a1,noun,favori,,
fear,a2,noun,crainte,,
fear,b1,verb,craindre,,
feat,c1,noun,exploit,,
feather,b2,noun,plume,,
feature,a2,noun,caractéristique,,
feature,b1,verb,présenter,,
february,a1,noun,février,,
federal,b2,adjective,fédéral,,
fee,b2,noun,honoraires,,
feed,b2,noun,alimentation,,
feed,a2,verb,nourrir,,
feedback,b2,noun,évaluation,,
feeding,,noun,alimentation,,
feel,b2,noun,sensibilité,,
feel,a1,verb,palper,,
feeling,a1,noun,sentiment,,
fellow,b2,adjective,ensemble,,
female,a2,adjective,femelle,,
female,a2,noun,femelle,,
feminist,c1,adjective,féministe,,
feminist,c1,noun,féministe,,
fence,b1,noun,clôture,,
festival,a1,noun,festival,,
fever,b2,noun,fièvre,,
few,a1,adjective,peu,,
few,a1,determiner,peu,,
few,a1,pronoun,peu,,
fibre,c1,noun,fibre,,
fiction,a2,noun,fiction,,
field,a2,noun,champ,,
fierce,c1,adjective,féroce,,
fifteen,a1,number,quinze,,
fifth,a1,ordinal number,cinquième,,
fifty,a1,number,cinquante,,
fight,a2,noun,bataille,,
fight,a2,verb,combattre,,
fighting,b1,noun,combat,,
figure,a2,noun,figure,,
figure,b2,verb,comprendre,,
file,b1,noun,fichier,,
file,b2,verb,limer,,
fill,a1,verb,remplir,,
film,a1,noun,pellicule,,
film,a2,verb,filmer,,
film-maker,c1,noun,cinéaste,,
filter,c1,noun,filtre,,
filter,c1,verb,filtrer,,
final,a1,adjective,dernier,,
final,a2,noun,dernier,,
finally,a2,adverb,enfin,,
finance,b2,noun,finance,,
finance,b2,verb,financer,,
financial,b1,adjective,financier,,
find,a1,verb,trouver,,
finding,b2,noun,conclusion,,
fine,a1,adjective,beau,,
fine,c1,noun,amende,,
fine,c1,verb,infliger une amende,,
finger,a2,noun,doigt,,
finish,a2,noun,fin,,
finish,a1,verb,finir,,
fire,a1,noun,feu,,
fire,b1,verb,tirer,,
firearm,c1,noun,arme à feu,,
firefighter,b2,noun,pompier,,
firework,b2,noun,feu d'artifice,,
firm,b2,adjective,ferme,,
firm,b2,noun,ferme,,
firmly,b2,adverb,fermement,,
first,a1,adverb,en premier lieu,,
first,a1,determiner,premier,,
first,a2,noun,premier,,
first,a1,ordinal number,premier,,
firstly,a2,adverb,d'abord,,
fish,a1,noun,poisson,,
fish,a2,verb,pêcher,,
fishing,a2,noun,pêche,,
fit,a2,adjective,en forme,,
fit,c1,noun,crise,,
fit,a2,verb,convenir,,
fitness,b1,noun,fitness,,
five,a1,number,cinq,,
fix,b2,noun,réparation,,
fix,a2,verb,fixer,,
fixed,b1,adjective,fixé,,
fixture,c1,noun,installation,,
flag,b1,noun,drapeau,,
flame,b2,noun,flamme,,
flash,b2,noun,éclair,,
flash,b2,verb,clignoter,,
flat,a2,adjective,plat,,
flat,a1,noun,appartement,,
flavour,b2,noun,saveur,,
flaw,c1,noun,défaut,,
flawed,c1,adjective,défectueux,,
flee,c1,verb,fuir,,
fleet,c1,noun,flotte,,
flesh,c1,noun,chair,,
flexibility,c1,noun,souplesse,,
flexible,b2,adjective,souple,,
flight,a1,noun,fuite,,
float,b2,verb,flotter,,
flood,b1,noun,inondation,,
flood,b1,verb,inonder,,
floor,a1,noun,sol,,
flour,b1,noun,farine,,
flourish,c1,verb,fleurir,,
flow,b1,noun,écoulement,,
flow,b1,verb,couler,,
flower,a1,noun,fleur,,
flu,a2,noun,grippe,,
fluid,c1,noun,fluide,,
fly,a2,noun,mouche,,
fly,a1,verb,voler,,
flying,a2,adjective,volant,,
flying,a2,noun,vol,,
focus,a2,noun,attention,,
focus,a2,verb,focaliser,,
fold,b2,noun,pli,,
fold,b1,verb,plier,,
folding,b2,adjective,pliant,,
folk,b1,adjective,peuple,,
folk,b1,noun,peuple,,
follow,a1,verb,suivre,,
following,a2,adjective,suivant,,
following,b1,noun,partisans,,
following,b2,preposition,à la suite de,,
fond,b2,adjective,tenir à,,
food,a1,noun,nourriture,,
fool,b2,noun,imbécile,,
foot,a1,noun,pied,,
footage,c1,noun,pellicule enregistrée,,
football,a1,noun,ballon,,
for,a1,preposition,pour,,
forbid,b2,verb,interdire,,
force,b1,noun,force,,
force,b1,verb,contraindre,,
forecast,b2,noun,prévision,,
forecast,b2,verb,prévoir,,
foreign,a2,adjective,étranger,,
foreigner,c1,noun,étranger,,
forest,a2,noun,forêt,,
forever,b1,adverb,à jamais,,
forge,c1,verb,forger,,
forget,a1,verb,oublier,,
forgive,b2,verb,pardonner,,
fork,a2,noun,fourchette,,
form,a1,noun,formulaire,,
form,a1,verb,se former,,
formal,a2,adjective,formel,,
format,b2,noun,format,,
formation,b2,noun,formation,,
former,b2,adjective,précédent,,
formerly,b2,adverb,auparavant,,
formula,c1,noun,formule,,
formulate,c1,verb,formuler,,
forth,c1,adverb,en avant,,
forthcoming,c1,adjective,prochain,,
fortunate,b2,adjective,heureux,,
fortunately,a2,adverb,heureusement,,
fortune,b2,noun,fortune,,
forty,a1,number,quarante,,
forum,b2,noun,forum,,
forward,b2,adjective,avant,,
forward,a2,adverb,à partir de,,
fossil,b2,noun,fossile,,
foster,c1,verb,promouvoir,,
found,b2,verb,fonder,,
foundation,b2,noun,fondation,,
founder,b2,noun,fondateur,,
four,a1,number,quatre,,
fourteen,a1,number,quatorze,,
fourth,a1,ordinal number,quatrième,,
fraction,b2,noun,fraction,,
fragile,c1,adjective,fragile,,
fragment,b2,noun,fragment,,
frame,b1,noun,cadre,,
frame,b1,verb,encadrer,,
framework,b2,noun,cadre,,
franchise,c1,noun,franchise,,
frankly,c1,adverb,franchement,,
fraud,b2,noun,fraude,,
free,a1,adjective,libre,,
free,a2,adverb,gratuitement,,
free,b2,verb,libérer,,
freedom,b2,noun,liberté,,
freely,b2,adverb,librement,,
freeze,b1,verb,geler,,
frequency,b2,noun,fréquence,,
frequent,b2,adjective,fréquent,,
frequently,b1,adverb,fréquemment,,
fresh,a2,adjective,frais,,
friday,a1,noun,vendredi,,
fridge,a2,noun,réfrigérateur,,
friend,a1,noun,ami,,
friendly,a1,adjective,amical,,
friendship,b1,noun,amitié,,
frighten,b1,verb,redouter,,
frightened,b1,adjective,effrayé,,
frightening,b1,adjective,effrayant,,
frog,a2,noun,grenouille,,
from,a1,preposition,de,,
front,a1,adjective,de devant,,
front,a1,noun,front,,
frozen,b1,adjective,congelé,,
fruit,a1,noun,fruit,,
frustrated,c1,adjective,frustré,,
frustrating,c1,adjective,frustrant,,
frustration,c1,noun,frustration,,
fry,b1,verb,frire,,
fuel,b1,noun,carburant,,
fuel,b2,verb,alimenter,,
fulfil,b2,verb,accomplir,,
full,a1,adjective,complet,,
full-time,b2,adjective,plein temps,,
full-time,b2,adverb,à plein temps,,
fully,b2,adverb,entièrement,,
fun,a2,adjective,amusant,,
fun,a1,noun,amusement,,
function,b1,noun,fonction,,
function,b2,verb,fonctionner,,
functional,c1,adjective,fonctionnel,,
fund,b2,noun,fonds,,
fund,b2,verb,financer,,
fundamental,b2,adjective,fondamental,,
fundamentally,b2,adverb,fondamentalement,,
funding,b2,noun,financement,,
fundraising,c1,noun,collecte de fonds,,
funeral,c1,noun,obsèques,,
funny,a1,adjective,drôle,,
fur,b1,noun,fourrure,,
furious,b2,adjective,furieux,,
furniture,a2,noun,mobilier,,
further,a2,adjective,de plus,,
further,b1,adverb,de plus,,
furthermore,b2,adverb,de plus,,
future,a2,adjective,futur,,
future,a1,noun,avenir,,
gain,b2,noun,gain,,
gain,b2,verb,gagner,,
gallery,a2,noun,galerie,,
gallon,c1,noun,gallon,,
gambling,c1,noun,jeux de hasard,,
game,a1,noun,jeu,,
gaming,b2,noun,jeux vidéo,,
gang,b2,noun,bande,,
gap,a2,noun,brèche,,
garage,b1,noun,garage,,
garden,a1,noun,jardin,,
gas,a2,noun,gaz,,
gate,a2,noun,porte logique,,
gather,b1,verb,rassembler,,
gathering,c1,noun,réunion,,
gay,b2,adjective,gai,,
gaze,c1,noun,regard,,
gaze,c1,verb,fixer,,
gear,c1,noun,équipement,,
gender,b2,noun,sexe,,
gene,b2,noun,gène,,
general,a2,adjective,général,,
generally,b1,adverb,en général,,
generate,b2,verb,engendrer,,
generation,b1,noun,génération,,
generic,c1,adjective,générique,,
generous,b1,adjective,généreux,,
genetic,b2,adjective,génétique,,
genius,b2,noun,génie,,
genocide,c1,noun,génocide,,
genre,b2,noun,genre,,
gentle,b1,adjective,doux,,
gentleman,b1,noun,monsieur,,
genuine,b2,adjective,authentique,,
genuinely,b2,adverb,en réalité,,
geography,a1,noun,géographie,,
gesture,b2,noun,geste,,
get,a1,verb,atteindre,,
ghost,b1,noun,apparition,,
giant,b1,adjective,géant,,
giant,b1,noun,géant,,
gift,a2,noun,don,,
gig,b2,noun,concert,,
girl,a1,noun,fille,,
girlfriend,a1,noun,amie,,
give,a1,verb,donner,,
glad,b1,adjective,content,,
glance,c1,noun,coup d'œil,,
glance,c1,verb,jeter un coup d'œil,,
glass,a1,noun,verre,,
glimpse,c1,noun,aperçu,,
global,b1,adjective,global,,
globalization,b2,noun,mondialisation,,
globe,b2,noun,globe,,
glorious,c1,adjective,glorieux,,
glory,c1,noun,gloire,,
glove,b1,noun,gant,,
go,b1,noun,approbation,,
go,a1,verb,aller,,
goal,a2,noun,but,,
god,a2,noun,dieu,,
gold,a2,adjective,doré,,
gold,a2,noun,or,,
golden,b2,adjective,doré,,
golf,a2,noun,golf,,
good,a1,adjective,bon,,
good,a2,noun,bon,,
goodbye,a1,exclamation,au revoir,,
goodbye,a1,noun,au revoir,,
goodness,b2,noun,bonté,,
goods,b1,noun,biens,,
gorgeous,b2,adjective,magnifique,,
govern,b2,verb,gouverner,,
governance,c1,noun,gouvernance,,
government,a2,noun,gouvernement,,
governor,b2,noun,gouverneur,,
grab,b2,verb,attraper,,
grace,c1,noun,grâce,,
grade,b1,noun,mention,,
grade,b2,verb,noter,,
gradually,b2,adverb,progressivement,,
graduate,b1,noun,licencié,,
graduate,b1,verb,devenir licencié,,
grain,b1,noun,grain,,
grand,b2,adjective,grandiose,,
grandfather,a1,noun,grand-père,,
grandmother,a1,noun,grand-mère,,
grandparent,a1,noun,grand-parent,,
grant,b2,noun,subvention,,
grant,b2,verb,accorder,,
graphic,b2,adjective,graphique,,
graphics,b2,noun,graphiques,,
grasp,c1,noun,compréhension,,
grasp,c1,verb,saisir,,
grass,a2,noun,herbe,,
grateful,b1,adjective,reconnaissant,,
grave,c1,adjective,grave,,
grave,c1,noun,tombe,,
gravity,c1,noun,gravité,,
great,a1,adjective,grand,,
greatly,b2,adverb,grandement,,
green,a1,adjective,vert,,
green,a1,noun,vert,,
greenhouse,b2,noun,serre,,
greet,a2,verb,saluer,,
grey,a1,adjective,gris,,
grey,a1,noun,gris,,
grid,c1,noun,grille,,
grief,c1,noun,peine,,
grin,c1,noun,sourire,,
grin,c1,verb,sourire,,
grind,c1,verb,moudre,,
grip,c1,noun,poignée,,
grip,c1,verb,saisir,,
grocery,b2,noun,épicerie,,
gross,c1,adjective,grossier,,
ground,a2,noun,sol,,
group,a1,noun,groupe,,
grow,a1,verb,croître,,
growth,b1,noun,croissance,,
guarantee,b2,noun,garantie,,
guarantee,b2,verb,garantir,,
guard,b1,noun,garde,,
guard,b1,verb,garder,,
guerrilla,c1,noun,guérilla,,
guess,a1,noun,supposition,,
guess,a1,verb,deviner,,
guest,a2,noun,hôte,,
guidance,c1,noun,conseils,,
guide,a2,noun,guide,,
guide,a2,verb,guider,,
guideline,b2,noun,directive,,
guilt,c1,noun,sentiment de culpabilité,,
guilty,b1,adjective,coupable,,
guitar,a1,noun,guitare,,
gun,a2,noun,fusil,,
gut,c1,noun,intestin,,
guy,a2,noun,gars,,
gym,a1,noun,salle de gymnastique,,
habit,a2,noun,habitude,,
habitat,b2,noun,habitat,,
hail,c1,verb,grêler,,
hair,a1,noun,cheveu,,
half,a2,adverb,moitié,,
half,a1,determiner,moitié,,
half,a1,noun,moitié,,
half,a1,pronoun,moitié,,
halfway,c1,adverb,mi-chemin,,
hall,a2,noun,foyer,,
halt,c1,noun,arrêt,,
halt,c1,verb,halter,,
hand,a1,noun,main,,
hand,b1,verb,donner,,
handful,c1,noun,poignée,,
handle,b2,noun,indicateur,,
handle,b2,verb,traiter,,
handling,c1,noun,manipulation,,
handy,c1,adjective,commode,,
hang,b1,verb,pendre,,
happen,a1,verb,arriver,,
happily,a2,adverb,heureusement,,
happiness,b1,noun,bonheur,,
happy,a1,adjective,heureux,,
harassment,c1,noun,harcèlement,,
harbour,b2,noun,port,,
hard,a1,adjective,dur,,
hard,a1,adverb,dur,,
hardly,b1,adverb,à peine,,
hardware,c1,noun,arme à feu,,
harm,b2,noun,mal,,
harm,b2,verb,nuire à,,
harmful,b2,adjective,nuisible,,
harmony,c1,noun,harmonie,,
harsh,c1,adjective,dur,,
harvest,c1,noun,récolte,,
harvest,c1,verb,récolter,,
hat,a1,noun,chapeau,,
hate,b1,noun,haïr,,
hate,a1,verb,haïr,,
hatred,c1,noun,haine,,
haunt,c1,verb,hanter,,
have,a1,verb,avoir,,
have,a2,auxiliary verb,avoir,,
have to,a1,modal verb,devoir,,
hazard,c1,noun,hasard,,
he,a1,pronoun,il,,
head,a1,noun,tête,,
head,b1,verb,se diriger,,
headache,a2,noun,mal de tête,,
headline,b1,noun,titre,,
headquarters,b2,noun,siège social,,
heal,b2,verb,guérir,,
health,a1,noun,santé,,
healthcare,b2,noun,soins de santé,,
healthy,a1,adjective,sain,,
hear,a1,verb,entendre,,
hearing,b2,noun,ouïe,,
heart,a2,noun,cœur,,
heat,a2,noun,piquant,,
heat,a2,verb,chauffer,,
heating,b1,noun,chauffage,,
heaven,b2,noun,ciel,,
heavily,b1,adverb,fortement,,
heavy,a2,adjective,lourd,,
heel,b2,noun,talon,,
height,a2,noun,hauteur,,
heighten,c1,verb,aggraver,,
helicopter,b1,noun,hélicoptère,,
hell,b2,noun,enfer,,
hello,a1,exclamation,bonjour,,
hello,a1,noun,bonjour,,
helmet,b2,noun,casque,,
help,a1,noun,aide,,
help,a1,verb,aider,,
helpful,a2,adjective,utile,,
hence,b2,adverb,ainsi,,
her,a1,determiner,son,,
her,a1,pronoun,elle,,
herb,b2,noun,herbe,,
here,a1,adverb,ici,,
heritage,c1,noun,héritage,,
hero,a2,noun,héros,,
hers,a2,pronoun,le sien,,
herself,a2,pronoun,elle-même,,
hesitate,b2,verb,hésiter,,
hey,a1,exclamation,hé,,
hi,a1,exclamation,salut,,
hidden,b2,adjective,caché,,
hide,a2,verb,cacher,,
hierarchy,c1,noun,hiérarchie,,
high,a1,adjective,haut,,
high,a2,adverb,haut,,
high,b2,noun,haut,,
high-profile,c1,adjective,très médiatisé,,
highlight,b1,noun,temps fort,,
highlight,b1,verb,mettre en valeur,,
highly,b1,adverb,extrêmement,,
highway,b2,noun,grande route,,
hilarious,b2,adjective,hilarant,,
hill,a2,noun,colline,,
him,a1,pronoun,lui,,
himself,a2,pronoun,lui-même,,
hint,c1,noun,indication,,
hint,c1,verb,faire allusion,,
hip,b2,noun,hanche,,
hire,b2,noun,location,,
hire,b1,verb,louer,,
his,a1,determiner,son,,
his,a2,pronoun,le sien,,
historian,b2,noun,historien,,
historic,b1,adjective,historique,,
historical,b1,adjective,historique,,
history,a1,noun,histoire,,
hit,a2,noun,frappe,,
hit,a2,verb,frapper,,
hobby,a1,noun,passe-temps,,
hockey,a2,noun,hockey sur gazon,,
hold,b2,noun,soute,,
hold,a2,verb,tenir,,
hole,a2,noun,trou,,
holiday,a1,noun,jour férié,,
hollow,b2,adjective,vide,,
holy,b2,adjective,saint,,
home,a2,adjective,domicile,,
home,a1,adverb,domicile,,
home,a1,noun,maison,,
homeland,c1,noun,patrie,,
homeless,b2,adjective,sans-abri,,
homework,a1,noun,devoirs,,
honest,b1,adjective,honnête,,
honesty,b2,noun,honnêteté,,
honour,b2,noun,honneur,,
honour,b2,verb,honorer,,
hook,b2,noun,hameçon,,
hook,c1,verb,accrocher,,
hope,a2,noun,espoir,,
hope,a1,verb,espérer,,
hopeful,c1,adjective,encourageant,,
hopefully,b2,adverb,espérer que,,
horizon,c1,noun,horizon,,
horn,c1,noun,corne,,
horrible,b1,adjective,horrible,,
horror,b1,noun,horreur,,
horse,a1,noun,cheval,,
hospital,a1,noun,hôpital,,
host,b1,noun,hôte,,
host,b2,verb,héberger,,
hostage,c1,noun,otage,,
hostile,c1,adjective,hostile,,
hostility,c1,noun,hostilité,,
hot,a1,adjective,chaud,,
hotel,a1,noun,hôtel,,
hour,a1,noun,heure,,
house,a1,noun,maison,,
house,b2,verb,héberger,,
household,b2,noun,foyer,,
housing,b2,noun,logement,,
how,a1,adverb,comment,,
however,a1,adverb,cependant,,
huge,a2,adjective,énorme,,
human,a2,adjective,humain,,
human,a2,noun,humain,,
humanitarian,c1,adjective,humanitaire,,
humanity,c1,noun,humanité,,
humble,c1,adjective,humble,,
humorous,b2,adjective,humoristique,,
humour,b2,noun,humour,,
hundred,a1,number,cent,,
hunger,b2,noun,faim,,
hungry,a1,adjective,avoir faim,,
hunt,b2,noun,chasse,,
hunt,b1,verb,chasser,,
hunting,b2,noun,chasse,,
hurricane,b1,noun,ouragan,,
hurry,b1,noun,précipitation,,
hurry,b1,verb,se dépêcher,,
hurt,a2,adjective,blessé,,
hurt,b2,noun,blessure,,
hurt,a2,verb,blesser,,
husband,a1,noun,mari,,
hydrogen,c1,noun,hydrogène,,
hypothesis,b2,noun,hypothèse,,
i,a1,pronoun,je,,
ice,a1,noun,glace,,
ice cream,a1,noun,crème glacée,,
icon,b2,noun,icône,,
id,b2,noun,pièce d'identité,,
idea,a1,noun,idée,,
ideal,a2,adjective,idéal,,
ideal,b2,noun,idéal,,
identical,b2,adjective,identique,,
identification,c1,noun,pièce d'identité,,
identify,a2,verb,identifier,,
identity,b1,noun,identité,,
ideological,c1,adjective,idéologique,,
ideology,c1,noun,idéologie,,
idiot,c1,noun,idiot,,
if,a1,conjunction,si,,
ignorance,c1,noun,ignorance,,
ignore,b1,verb,bouder,,
ill,a2,adjective,malade,,
illegal,b1,adjective,illégal,,
illness,a2,noun,maladie,,
illusion,b2,noun,illusion,,
illustrate,b2,verb,illustrer,,
illustration,b2,noun,illustration,,
image,a2,noun,image,,
imagery,c1,noun,imagerie,,
